sp_id;correct_name;family;genus;taxon_rank;habit;wood_dens_gcm3;max_height_m;seed_size_g;disp_mode;eco_group;obs
Licania tomentosa;Licania tomentosa;Chrysobalanaceae;Licania;species;tree;0.89;23;11.26984127;zoochoric;2;
Ligustrum lucidum;Ligustrum lucidum;Oleaceae;Ligustrum;species;tree;0.628;14;0.044911765;zoochoric;1;
Lithraea brasiliensis;Lithraea brasiliensis;Anacardiaceae;Lithraea;species;tree;0.81;22;0.0314;zoochoric;1;
Lithraea molleoides;Lithraea molleoides;Anacardiaceae;Lithraea;species;tree;0.5494;14;0.037240537;zoochoric;1;
Livistona chinensis;Livistona chinensis;Chrysobalanaceae;Livistona;genus;tree;0.790514391;NA;0.70578963;zoochoric;NA;
Lonchocarpus campestris;Muellera campestris;Fabaceae;Muellera;species;tree;0.695;23;0.373333333;anemochoric;2;
Lonchocarpus cultratus;Lonchocarpus cultratus;Fabaceae;Lonchocarpus;species;tree;0.505;27;0.165300546;anemochoric;2;
Lonchocarpus muehlbergianus;Dahlstedtia muehlbergiana;Fabaceae;Dahlstedtia;species;tree;0.620666667;28;0.931034483;anemochoric;2;
Lonchocarpus sp.;Lonchocarpus sp.;Fabaceae;Lonchocarpus;NA;NA;NA;NA;NA;anemochoric;NA;
Lonchocarpus sp.1;Lonchocarpus sp.;Fabaceae;Lonchocarpus;NA;NA;NA;NA;NA;anemochoric;NA;
Loranthaceae sp.;Loranthaceae sp.;Loranthaceae;Loranthaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Ludwigia sp.;Ludwigia sp.;Onagraceae;Ludwigia;NA;NA;NA;NA;NA;autochoric;NA;
Ludwigia sp.1;Ludwigia sp.;Onagraceae;Ludwigia;NA;NA;NA;NA;NA;autochoric;NA;
Luehea divaricata;Luehea divaricata;Malvaceae;Luehea;species;tree;0.508;21;0.003759148;anemochoric;2;
Luehea grandiflora;Luehea grandiflora;Malvaceae;Luehea;species;tree;0.579333333;22;0.00504878;anemochoric;1;
Luehea sp.;Luehea sp.;Malvaceae;Luehea;NA;NA;NA;NA;NA;anemochoric|autochoric;NA;
Luehea sp.1;Luehea sp.;Malvaceae;Luehea;NA;NA;NA;NA;NA;anemochoric|autochoric;NA;
Lundia longa;Lundia longa;Bignoniaceae;Lundia;species;NA;0.700749342;NA;NA;anemochoric;NA;
Lycianthes pauciflora;Lycianthes pauciflora;Solanaceae;Lycianthes;species;tree;0.501843042;NA;0.0003928;zoochoric;NA;
Mabea fistulifera;Mabea fistulifera;Euphorbiaceae;Mabea;species;tree;0.585;19;0.104166667;autochoric;1;
Mabea piriri;Mabea piriri;Euphorbiaceae;Mabea;species;tree;0.59575;21;0.060147849;autochoric;1;
Machaerium aculeatum;Machaerium aculeatum;Fabaceae;Machaerium;species;others;0.42;14;0.265071626;anemochoric;2;
Machaerium brasiliense;Machaerium brasiliense;Fabaceae;Machaerium;species;tree;0.575142857;22;0.136986301;anemochoric;2;
Machaerium gracile;Machaerium gracile;Fabaceae;Machaerium;species;others;0.743470588;2;0.262460243;anemochoric;2;
Machaerium isadelphum;Machaerium isadelphum;Fabaceae;Machaerium;species;tree;0.743470588;12;0.262460243;anemochoric;2;
Machaerium nigrum;Machaerium nigrum;Fabaceae;Machaerium;species;tree;0.743470588;8;0.262460243;anemochoric;NA;
Machaerium nyctitans;Machaerium nyctitans;Fabaceae;Machaerium;species;tree;0.617;23;0.129619473;anemochoric;2;
Machaerium ovalifolium;Machaerium ovalifolium;Fabaceae;Machaerium;species;tree;0.743470588;18;0.262460243;anemochoric;3;
Machaerium pedicellatum;Machaerium pedicellatum;Fabaceae;Machaerium;species;tree;0.928;8;0.262460243;anemochoric;2;
Machaerium sp.;Machaerium sp.;Fabaceae;Machaerium;NA;NA;NA;NA;NA;anemochoric;NA;
Machaerium sp.1;Machaerium sp.;Fabaceae;Machaerium;NA;NA;NA;NA;NA;anemochoric;NA;
Machaerium sp.2;Machaerium sp.;Fabaceae;Machaerium;NA;NA;NA;NA;NA;anemochoric;NA;
Machaerium stipitatum;Machaerium stipitatum;Fabaceae;Machaerium;species;tree;0.59;21;0.310240964;anemochoric;2;
Machaerium uncinatum;Machaerium uncinatum;Fabaceae;Machaerium;species;shrub;0.743470588;6;0.262460243;anemochoric;2;
Machaerium villosum;Machaerium villosum;Fabaceae;Machaerium;species;tree;0.756;24;0.393939394;anemochoric;2;
Maclura tinctoria;Maclura tinctoria;Moraceae;Maclura;species;tree;0.78547619;20;0.002916193;zoochoric;2;
Macrolobium latifolium;Macrolobium latifolium;Fabaceae;Macrolobium;species;tree;0.686;25;3.3732;anemochoric;3;
Magnolia ovata;Magnolia ovata;Magnoliaceae;Magnolia;species;tree;0.439666667;30;0.221294287;zoochoric;3;
Malanea forsteronioides;Malanea forsteronioides;Rubiaceae;Malanea;species;NA;0.641918268;3;NA;zoochoric;NA;
Malouetia sp.;Malouetia sp.;Apocynaceae;Malouetia;NA;NA;NA;NA;NA;anemochoric|autochoric;NA;
Malpighia emarginata;Malpighia emarginata;Malpighiaceae;Malpighia;genus;tree;0.68965031;NA;0.0231519;zoochoric;NA;
Malpighiaceae sp.;Malpighiaceae sp.;Malpighiaceae;Malpighiaceae;NA;NA;NA;NA;NA;NA;NA;
Malpighiaceae sp.1;Malpighiaceae sp.;Malpighiaceae;Malpighiaceae;NA;NA;NA;NA;NA;NA;NA;
Malpighiaceae sp.2;Malpighiaceae sp.;Malpighiaceae;Malpighiaceae;NA;NA;NA;NA;NA;NA;NA;
Malvaceae sp.;Malvaceae sp.;Malvaceae;Malvaceae;NA;NA;NA;NA;NA;NA;NA;
Malvaceae sp.1;Malvaceae sp.;Malvaceae;Malvaceae;NA;NA;NA;NA;NA;NA;NA;
Malvaceae sp.2;Malvaceae sp.;Malvaceae;Malvaceae;NA;NA;NA;NA;NA;NA;NA;
Mandevilla sp.;Mandevilla sp.;Apocynaceae;Mandevilla;NA;NA;NA;NA;NA;anemochoric;NA;
Mandevilla sp.1;Mandevilla sp.;Apocynaceae;Mandevilla;NA;NA;NA;NA;NA;anemochoric;NA;
Manilkara subsericea;Manilkara subsericea;Sapotaceae;Manilkara;species;tree;0.808333333;30;0.835968379;zoochoric;3;
Mansoa sp.;Mansoa sp.;Bignoniaceae;Mansoa;NA;NA;NA;NA;NA;anemochoric;NA;
Mansoa sp.1;Mansoa sp.;Bignoniaceae;Mansoa;NA;NA;NA;NA;NA;anemochoric;NA;
Maprounea guianensis;Maprounea guianensis;Euphorbiaceae;Maprounea;species;tree;0.640464444;22;0.0965;zoochoric;2;
Marcgravia sp.;Marcgravia sp.;Marcgraviaceae;Marcgravia;NA;NA;NA;NA;NA;zoochoric;NA;
Marcgravia sp.1;Marcgravia sp.;Marcgraviaceae;Marcgravia;NA;NA;NA;NA;NA;zoochoric;NA;
Margaritaria nobilis;Margaritaria nobilis;Phyllanthaceae;Margaritaria;species;tree;0.57925;20;0.126041667;autochoric;2;
Marlierea excoriata;Marlierea excoriata;Myrtaceae;Marlierea;species;tree;0.578248806;18;0.6;zoochoric;4;
Marlierea racemosa;Myrcia vellozoi;Myrtaceae;Myrcia;species;tree;0.732252025;15;0.319029779;zoochoric;2;
Marlierea reitzii;Myrcia reitzii;Myrtaceae;Myrcia;species;tree;0.732252025;24;0.319029779;zoochoric;4;
Marlierea sp.;Marlierea sp.;Myrtaceae;Marlierea;NA;NA;NA;NA;NA;zoochoric;NA;
Marlierea sp.1;Marlierea sp.;Myrtaceae;Marlierea;NA;NA;NA;NA;NA;zoochoric;NA;
Marlierea tomentosa;Myrcia strigipes;Myrtaceae;Myrcia;species;tree;0.790409391;21;0.3;zoochoric;3;
Marsdenia sp.;Marsdenia sp.;Apocynaceae;Marsdenia;NA;NA;NA;NA;NA;anemochoric;NA;
Marsdenia sp.1;Marsdenia sp.;Apocynaceae;Marsdenia;NA;NA;NA;NA;NA;anemochoric;NA;
Mascagnia cordifolia;Mascagnia cordifolia;Malpighiaceae;Mascagnia;species;NA;0.633954639;NA;0.0291641;anemochoric;NA;
Mascagnia sepium;Mascagnia sepium;Malpighiaceae;Mascagnia;species;NA;0.633954639;NA;0.0291641;anemochoric;NA;
Mascagnia sp.;Mascagnia sp.;Malpighiaceae;Mascagnia;NA;NA;NA;NA;NA;anemochoric;NA;
Mascagnia sp.1;Mascagnia sp.;Malpighiaceae;Mascagnia;NA;NA;NA;NA;NA;anemochoric;NA;
Mascagnia sp.2;Mascagnia sp.;Malpighiaceae;Mascagnia;NA;NA;NA;NA;NA;anemochoric;NA;
Mascagnia velutina;Mascagnia velutina;Malpighiaceae;Mascagnia;species;NA;0.633954639;NA;0.0291641;anemochoric;NA;
Matayba elaeagnoides;Matayba elaeagnoides;Sapindaceae;Matayba;species;tree;0.65955;21;0.239320513;zoochoric;2;
Matayba guianensis;Matayba guianensis;Sapindaceae;Matayba;species;tree;0.76725;18;0.372474747;zoochoric;2;
Matayba intermedia;Matayba intermedia;Sapindaceae;Matayba;species;tree;0.532;28;0.85357143;zoochoric;2;
Matayba sp.;Matayba sp.;Sapindaceae;Matayba;NA;NA;NA;NA;NA;zoochoric;NA;
Maytenus evonymoides;Monteverdia evonymoides;Celastraceae;Monteverdia;species;tree;0.79503106;15;0.341336465;zoochoric;3;
Maytenus gonoclada;Monteverdia gonoclada;Celastraceae;Monteverdia;species;tree;0.7775;19;0.224691358;zoochoric;3;
Maytenus ilicifolia;Maytenus ilicifolia;Myrtaceae;Maytenus;genus;tree;0.6794;NA;0.0196721;zoochoric;3;
Maytenus robusta;Maytenus robusta;Celastraceae;Maytenus;species;tree;0.6794;NA;0.0196721;zoochoric;3;
Maytenus sp.;Maytenus sp.;Celastraceae;Maytenus;NA;NA;NA;NA;NA;zoochoric;NA;
Maytenus sp.1;Maytenus sp.;Celastraceae;Maytenus;NA;NA;NA;NA;NA;zoochoric;NA;
Melanoxylon brauna;Melanoxylon brauna;Fabaceae;Melanoxylon;species;tree;1.02675;25;0.061197917;anemochoric;3;
Melastomataceae sp.;Melastomataceae sp.;Melastomataceae;Melastomataceae;NA;NA;NA;NA;NA;NA;NA;
Melastomataceae sp.1;Melastomataceae sp.;Melastomataceae;Melastomataceae;NA;NA;NA;NA;NA;NA;NA;
Melastomataceae sp.2;Melastomataceae sp.;Melastomataceae;Melastomataceae;NA;NA;NA;NA;NA;NA;NA;
Melastomataceae sp.3;Melastomataceae sp.;Melastomataceae;Melastomataceae;NA;NA;NA;NA;NA;NA;NA;
Melia azedarach;Melia azedarach;Meliaceae;Melia;species;tree;0.437712533;15;0.456;zoochoric;NA;
Meliaceae sp.;Meliaceae sp.;Meliaceae;Meliaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Meliaceae sp.1;Meliaceae sp.;Meliaceae;Meliaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Melinis sp.;Melinis sp.;Poaceae;Melinis;NA;NA;NA;NA;NA;anemochoric;NA;
Meliosma sellowii;Meliosma sellowii;Sabiaceae;Meliosma;species;tree;0.48;21;1.228777777;zoochoric;3;
Menispermaceae sp.;Menispermaceae sp.;Menispermaceae;Menispermaceae;NA;NA;NA;NA;NA;NA;NA;
Merremia macrocalyx;Distimake macrocalyx;Convolvulaceae;Distimake;species;NA;NA;NA;0.0252128;autochoric;NA;
Metrodorea nigra;Metrodorea nigra;Rutaceae;Metrodorea;species;tree;0.746666667;15;0.082709326;autochoric;3;
Miconia affinis;Miconia affinis;Melastomataceae;Miconia;species;tree;0.636438733;7;0.00063064;zoochoric;NA;
Miconia albicans;Miconia albicans;Melastomataceae;Miconia;species;tree;0.636438733;13;0.00063064;zoochoric;1;
Miconia amoena;Miconia amoena;Melastomataceae;Miconia;species;tree;0.636438733;9;0.00063064;zoochoric;2;
Miconia caiuia;Miconia caiuia;Melastomataceae;Miconia;species;tree;0.636438733;NA;0.00063064;zoochoric;NA;
Miconia chartacea;Miconia chartacea;Melastomataceae;Miconia;species;tree;0.636438733;16;0.00063064;zoochoric;4;
Miconia cinnamomifolia;Miconia cinnamomifolia;Melastomataceae;Miconia;species;tree;0.6074;24;0.00045083;zoochoric;1;
Miconia compressa;Miconia compressa;Melastomataceae;Miconia;species;tree;0.636438733;6;0.00063064;zoochoric;NA;
Miconia discolor;Miconia discolor;Melastomataceae;Miconia;species;tree;0.636438733;16;0.00063064;zoochoric;2;
Miconia eichleri;Miconia eichleri;Melastomataceae;Miconia;species;shrub;0.636438733;4;0.00063064;zoochoric;1;
Miconia fasciculata;Miconia fasciculata;Melastomataceae;Miconia;species;tree;0.636438733;17;0.00063064;zoochoric;1;
Miconia formosa;Miconia formosa;Melastomataceae;Miconia;species;tree;0.636438733;14;0.00063064;zoochoric;NA;
Miconia francavillana;Miconia francavillana;Melastomataceae;Miconia;species;tree;0.636438733;8;0.00063064;zoochoric;NA;
Miconia holosericea;Miconia holosericea;Melastomataceae;Miconia;species;tree;0.6035;10;0.00063064;zoochoric;2;
Miconia hypoleuca;Miconia hypoleuca;Melastomataceae;Miconia;species;tree;0.636438733;17;0.00063064;zoochoric;2;
Miconia maroana;Miconia maroana;Melastomataceae;Miconia;species;tree;0.636438733;15;0.00063064;zoochoric;NA;
Miconia minutiflora;Miconia minutiflora;Melastomataceae;Miconia;species;tree;0.8;9;0.00063064;zoochoric;2;
Miconia mirabilis;Miconia mirabilis;Melastomataceae;Miconia;species;tree;0.7165;19;0.00063064;zoochoric;2;
Miconia prasina;Miconia prasina;Melastomataceae;Miconia;species;tree;0.687033954;12;0.0057168;zoochoric;1;
Miconia pusilliflora;Miconia pusilliflora;Melastomataceae;Miconia;species;tree;0.617813461;16;0.00063064;zoochoric;1;
Miconia pyrifolia;Miconia pyrifolia;Melastomataceae;Miconia;species;tree;0.636438733;18;0.00063064;zoochoric;2;
Miconia rigidiuscula;Miconia pusilliflora;Melastomataceae;Miconia;species;tree;0.617813461;16;0.00063064;zoochoric;1;
Miconia sellowiana;Miconia sellowiana;Melastomataceae;Miconia;species;tree;0.665;18;0.00063064;zoochoric;2;
Miconia sp.;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.1;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.10;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.11;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.12;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.13;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.2;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.3;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.4;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.5;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.6;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.7;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.8;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia sp.9;Miconia sp.;Melastomataceae;Miconia;NA;NA;NA;NA;NA;zoochoric;NA;
Miconia tomentosa;Miconia tomentosa;Melastomataceae;Miconia;species;tree;0.71;8;0.00063064;zoochoric;2;
Miconia tristis;Miconia tristis;Melastomataceae;Miconia;species;tree;0.594;11;0.0001;zoochoric;1;
Micrandra sp.;Micrandra sp.;Euphorbiaceae;Micrandra;NA;NA;NA;NA;NA;autochoric;NA;
Micrandra sp.1;Micrandra sp.;Euphorbiaceae;Micrandra;NA;NA;NA;NA;NA;autochoric;NA;
Microchilus arietinus;Microchilus arietinus;Orchidaceae;Microchilus;species;NA;NA;NA;NA;anemochoric;NA;
Micropholis guyanensis;Micropholis guyanensis;Sapotaceae;Micropholis;species;tree;0.655;35;0.3325;zoochoric;3;
Mikania argyreiae;Mikania argyreiae;Asteraceae;Mikania;species;others;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania glomerata;Mikania glomerata;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania involucrata;Mikania involucrata;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania laevigata;Mikania laevigata;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania myriocephala;Mikania myriocephala;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania nodulosa;Mikania nodulosa;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania obovata;Mikania obovata;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania rufescens;Mikania rufescens;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania salzmanniaefolia;Mikania salzmanniifolia;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania sericea;Mikania sericea;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania sp.;Mikania sp.;Asteraceae;Mikania;NA;NA;NA;NA;NA;anemochoric;NA;
Mikania sp.1;Mikania sp.;Asteraceae;Mikania;NA;NA;NA;NA;NA;anemochoric;NA;
Mikania sp.2;Mikania sp.;Asteraceae;Mikania;NA;NA;NA;NA;NA;anemochoric;NA;
Mikania stipulacea;Mikania stipulacea;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mikania trinervis;Mikania trinervis;Asteraceae;Mikania;species;NA;0.530140648;NA;0.000460714;anemochoric;NA;
Mimosa bimucronata;Mimosa bimucronata;Fabaceae;Mimosa;species;tree;0.67;14;0.01615002;anemochoric;1;
Mollinedia elegans;Mollinedia elegans;Monimiaceae;Mollinedia;species;tree;0.531339826;9;0.472592593;zoochoric;4;
Mollinedia floribunda;Mollinedia schottiana;Monimiaceae;Mollinedia;species;tree;0.481988092;16;0.22;zoochoric;3;
Mollinedia lanceolata;Mollinedia lanceolata;Monimiaceae;Mollinedia;species;tree;0.531339826;8;0.472592593;zoochoric;2;
Mollinedia schottiana;Mollinedia schottiana;Monimiaceae;Mollinedia;species;tree;0.481988092;16;0.22;zoochoric;3;
Mollinedia sp.;Mollinedia sp.;Monimiaceae;Mollinedia;NA;NA;NA;NA;NA;zoochoric;NA;
Mollinedia sp.1;Mollinedia sp.;Monimiaceae;Mollinedia;NA;NA;NA;NA;NA;zoochoric;NA;
Mollinedia uleana;Mollinedia uleana;Monimiaceae;Mollinedia;species;tree;0.531339826;18;0.9;zoochoric;3;
Mollinedia widgrenii;Mollinedia widgrenii;Monimiaceae;Mollinedia;species;tree;0.63;16;0.37037037;zoochoric;3;
Momordica charantia;Momordica charantia;Cucurbitaceae;Momordica;species;NA;NA;NA;0.069;zoochoric;NA;
Monstera adansonii;Monstera adansonii;Araceae;Monstera;species;NA;NA;NA;NA;zoochoric;NA;
Monteverdia ilicifolia;Monteverdia ilicifolia;Celastraceae;Monteverdia;species;tree;0.8075;16;0.3125;zoochoric;3;
Morus nigra;Morus nigra;Asteraceae;Morus;genus;tree;0.530140648;12;0.0042;zoochoric;1;
Mouriri sp.;Mouriri sp.;Melastomataceae;Mouriri;NA;NA;NA;NA;NA;zoochoric;NA;
Mouriri sp.1;Mouriri sp.;Melastomataceae;Mouriri;NA;NA;NA;NA;NA;zoochoric;NA;
Mucuna urens;Mucuna urens;Fabaceae;Mucuna;species;NA;0.68965031;NA;3.3031998;autochoric;NA;
Myracrodruon urundeuva;Astronium urundeuva;Anacardiaceae;Astronium;species;tree;0.815755102;NA;0.052977704;anemochoric;3;
Myrceugenia cucullata;Myrceugenia cucullata;Myrtaceae;Myrceugenia;species;tree;0.693416667;13;0.105058901;zoochoric;4;
Myrceugenia miersiana;Myrceugenia miersiana;Myrtaceae;Myrceugenia;species;tree;0.65;15;0.052631579;zoochoric;3;
Myrceugenia sp.;Myrceugenia sp.;Myrtaceae;Myrceugenia;NA;NA;NA;NA;NA;zoochoric;NA;
Myrcia brasiliensis;Myrcia brasiliensis;Myrtaceae;Myrcia;species;tree;0.556276835;24;0.04401111;zoochoric;3;
Myrcia glabra;Myrcia glabra;Myrtaceae;Myrcia;species;tree;0.6677;25;0.208333333;zoochoric;3;
Myrcia guianensis;Myrcia guianensis;Myrtaceae;Myrcia;species;tree;0.6325;16;0.319029779;zoochoric;2;
Myrcia hebepetala;Myrcia hebepetala;Myrtaceae;Myrcia;species;tree;0.621333333;17;1.282051282;zoochoric;3;
Myrcia ilheosensis;Myrcia ilheosensis;Myrtaceae;Myrcia;species;tree;0.862;18;0.319029779;zoochoric;3;
Myrcia multiflora;Myrcia multiflora;Myrtaceae;Myrcia;species;tree;0.71;12;0.319029779;zoochoric;3;
Myrcia ovata;Myrcia ovata;Myrtaceae;Myrcia;species;tree;0.732252025;24;0.319029779;zoochoric;4;
Myrcia palustris;Myrcia palustris;Myrtaceae;Myrcia;species;tree;0.732252025;12;0.044;zoochoric;2;
Myrcia pubipetala;Myrcia pubipetala;Myrtaceae;Myrcia;species;tree;0.7414;24;0.2;zoochoric;3;
Myrcia racemosa;Myrcia racemosa;Myrtaceae;Myrcia;species;tree;0.710713528;23;0.319029779;zoochoric;3;
Myrcia selloi;Myrcia selloi;Myrtaceae;Myrcia;species;tree;0.725;12;0.02415251;zoochoric;3;
Myrcia sp.;Myrcia sp.;Myrtaceae;Myrcia;NA;NA;NA;NA;NA;zoochoric;NA;
Myrcia sp.1;Myrcia sp.;Myrtaceae;Myrcia;NA;NA;NA;NA;NA;zoochoric;NA;
Myrcia sp.2;Myrcia sp.;Myrtaceae;Myrcia;NA;NA;NA;NA;NA;zoochoric;NA;
Myrcia sp.3;Myrcia sp.;Myrtaceae;Myrcia;NA;NA;NA;NA;NA;zoochoric;NA;
Myrcia sp.4;Myrcia sp.;Myrtaceae;Myrcia;NA;NA;NA;NA;NA;zoochoric;NA;
Myrcia sp.5;Myrcia sp.;Myrtaceae;Myrcia;NA;NA;NA;NA;NA;zoochoric;NA;
Myrcia sp.6;Myrcia sp.;Myrtaceae;Myrcia;NA;NA;NA;NA;NA;zoochoric;NA;
Myrcia spectabilis;Myrcia spectabilis;Myrtaceae;Myrcia;species;tree;0.732252025;15;0.6;zoochoric;3;
Myrcia splendens;Myrcia splendens;Myrtaceae;Myrcia;species;tree;0.788117647;20;0.153164286;zoochoric;2;
Myrcia sylvatica;Myrcia sylvatica;Myrtaceae;Myrcia;species;tree;0.732252025;7;0.319029779;zoochoric;2;
Myrcia thyrsoidea;Myrcia thyrsoidea;Myrtaceae;Myrcia;species;tree;0.732252025;7;0.319029779;zoochoric;NA;
Myrcia tomentosa;Myrcia tomentosa;Myrtaceae;Myrcia;species;tree;0.725666667;14;0.27027027;zoochoric;2;
Myrcianthes pungens;Myrcianthes pungens;Myrtaceae;Myrcianthes;species;tree;0.8805;25;0.274859193;zoochoric;2;
Myrocarpus fastigiatus;Myrocarpus fastigiatus;Fabaceae;Myrocarpus;species;tree;0.9905;19;0.081668518;anemochoric;NA;
Myrocarpus frondosus;Myrocarpus frondosus;Fabaceae;Myrocarpus;species;tree;0.847523989;30;0.31543052;anemochoric;3;
Myroxylon peruiferum;Myroxylon peruiferum;Fabaceae;Myroxylon;species;tree;0.802;28;0.460358699;anemochoric;3;
Myrrhinium atropurpureum;Myrrhinium atropurpureum;Myrtaceae;Myrrhinium;species;tree;0.741152603;20;0.016;zoochoric;2;
Myrsine coriacea;Myrsine coriacea;Primulaceae;Myrsine;species;tree;0.613714286;20;0.013153455;zoochoric;1;
Myrsine gardneriana;Myrsine gardneriana;Primulaceae;Myrsine;species;tree;0.536;20;0.01234146;zoochoric;2;
Myrsine guianensis;Myrsine guianensis;Primulaceae;Myrsine;species;tree;0.539;20;0.03861613;zoochoric;2;
Myrsine hermogenesii;Myrsine hermogenesii;Primulaceae;Myrsine;species;tree;0.55939496;22;0.032289761;zoochoric;3;
Myrsine lancifolia;Myrsine lancifolia;Primulaceae;Myrsine;species;tree;0.617;15;0.032289761;zoochoric;2;
Myrsine loefgrenii;Myrsine loefgrenii;Primulaceae;Myrsine;species;tree;0.599262229;12;0.032289761;zoochoric;2;
Myrsine parvifolia;Myrsine parvifolia;Primulaceae;Myrsine;species;tree;0.61;12;0.027873072;zoochoric;1;
Myrsine rubra;Myrsine rubra;Primulaceae;Myrsine;NA;NA;NA;NA;NA;zoochoric;NA;
Myrsine sp.;Myrsine sp.;Primulaceae;Myrsine;NA;NA;NA;NA;NA;zoochoric;NA;
Myrsine sp.1;Myrsine sp.;Primulaceae;Myrsine;NA;NA;NA;NA;NA;zoochoric;NA;
Myrsine sp.2;Myrsine sp.;Primulaceae;Myrsine;NA;NA;NA;NA;NA;zoochoric;NA;
Myrsine umbellata;Myrsine umbellata;Primulaceae;Myrsine;species;tree;0.648407498;20;0.07144861;zoochoric;2;
Myrsine venosa;Myrsine venosa;Primulaceae;Myrsine;species;tree;0.599262229;16;0.032289761;zoochoric;2;
Myrtaceae sp.;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.1;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.10;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.11;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.12;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.13;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.14;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.2;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.3;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.4;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.5;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.6;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.7;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.8;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Myrtaceae sp.9;Myrtaceae sp.;Myrtaceae;Myrtaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Nectandra cuspidata;Nectandra cuspidata;Lauraceae;Nectandra;species;tree;0.5184;30;1.644764592;zoochoric;2;
Nectandra lanceolata;Nectandra lanceolata;Lauraceae;Nectandra;species;tree;0.5295;25;0.770874082;zoochoric;2;
Nectandra leucantha;Nectandra leucantha;Lauraceae;Nectandra;species;tree;0.569091149;22;1.644764592;zoochoric;3;
